,id,identifier,title,relation,type,subject,language,format,rights,preview
1672,oai:dasi.cnr.it:epi:1657,"['DASI:epi-1657', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1657']",Ja 2889,DASI:obj-1657,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4009&sessId=&size=med
1673,oai:dasi.cnr.it:epi:1658,"['DASI:epi-1658', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1658']",Ja 2890,DASI:obj-1658,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4304&sessId=&size=med
1674,oai:dasi.cnr.it:epi:1659,"['DASI:epi-1659', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1659']","['Ja 2891a', 'Ḥabtūr-aḍ-Ḍalʿah 1']",DASI:obj-1659,"['Text', 'Commemorative text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=1620&sessId=&size=med
1675,oai:dasi.cnr.it:epi:1660,"['DASI:epi-1660', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1660']",Juja 2A,DASI:obj-1660,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=2894&sessId=&size=med
1676,oai:dasi.cnr.it:epi:1661,"['DASI:epi-1661', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1661']",Juja 2B,DASI:obj-1660,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=2894&sessId=&size=med
1677,oai:dasi.cnr.it:epi:1662,"['DASI:epi-1662', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1662']","['KR 2', 'Khor Rori 1']",DASI:obj-1662,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=9842&sessId=&size=med
1678,oai:dasi.cnr.it:epi:1663,"['DASI:epi-1663', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1663']","['KR 3', 'Khor Rori 2']",DASI:obj-1663,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=2736&sessId=&size=med
1679,oai:dasi.cnr.it:epi:1664,"['DASI:epi-1664', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1664']","['KR 4', 'Khor Rori 3']",DASI:obj-1664,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=5472&sessId=&size=med
1680,oai:dasi.cnr.it:epi:1665,"['DASI:epi-1665', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1665']","['KR 5', 'Khor Rori 4']",DASI:obj-1665,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3876&sessId=&size=med
1681,oai:dasi.cnr.it:epi:1666,"['DASI:epi-1666', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1666']","['KR 6', 'Ja 2878']",DASI:obj-1666,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=521&sessId=&size=med
1682,oai:dasi.cnr.it:epi:1667,"['DASI:epi-1667', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1667']","['KR 7', 'Ja 2884']",DASI:obj-1667,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=1578&sessId=&size=med
1683,oai:dasi.cnr.it:epi:1668,"['DASI:epi-1668', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1668']","['KR 8', 'Ja 2883']",DASI:obj-1668,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=1206&sessId=&size=med
1684,oai:dasi.cnr.it:epi:1669,"['DASI:epi-1669', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1669']","['KR 9', 'Ja 2885']",DASI:obj-1669,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=502&sessId=&size=med
1685,oai:dasi.cnr.it:epi:1670,"['DASI:epi-1670', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1670']",KR 10,DASI:obj-1670,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=47&sessId=&size=med
1686,oai:dasi.cnr.it:epi:1671,"['DASI:epi-1671', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1671']",Le vase Foroughi,DASI:obj-1671,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4568&sessId=&size=med
1687,oai:dasi.cnr.it:epi:1672,"['DASI:epi-1672', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1672']",LPC 6 A,DASI:obj-1672,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=1557&sessId=&size=med
1688,oai:dasi.cnr.it:epi:1673,"['DASI:epi-1673', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1673']",LPC 6 B,DASI:obj-1672,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=1557&sessId=&size=med
1689,oai:dasi.cnr.it:epi:1674,"['DASI:epi-1674', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1674']",MAFYS-Naqb al-Hajar 1,DASI:obj-1674,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=5274&sessId=&size=med
1690,oai:dasi.cnr.it:epi:1675,"['DASI:epi-1675', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1675']","['MAFYS-Naqb al-Hajar 2', 'Ry 337', 'RES 2640', 'RES 5082']",DASI:obj-1675,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=861&sessId=&size=med
1691,oai:dasi.cnr.it:epi:1676,"['DASI:epi-1676', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1676']",MAFYS-Naqb al-Hajar 3,DASI:obj-1676,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=333&sessId=&size=med
1692,oai:dasi.cnr.it:epi:1677,"['DASI:epi-1677', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1677']",MAFYS-Naqb al-Hajar 4,DASI:obj-1677,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3641&sessId=&size=med
1693,oai:dasi.cnr.it:epi:1678,"['DASI:epi-1678', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1678']",Musée de Mukallā 57,DASI:obj-1678,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4744&sessId=&size=med
1694,oai:dasi.cnr.it:epi:1679,"['DASI:epi-1679', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1679']",Musée de Mukallā 70,DASI:obj-1679,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4567&sessId=&size=med
1695,oai:dasi.cnr.it:epi:1680,"['DASI:epi-1680', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1680']",Musée de Mukallā 161,DASI:obj-1680,"['Text', 'Legal text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3887&sessId=&size=med
1696,oai:dasi.cnr.it:epi:1681,"['DASI:epi-1681', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1681']",Musée de Mukallā 219,DASI:obj-1681,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=586&sessId=&size=med
1697,oai:dasi.cnr.it:epi:1682,"['DASI:epi-1682', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1682']",Nāmī NN 81,DASI:obj-1682,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4950&sessId=&size=med
1698,oai:dasi.cnr.it:epi:1683,"['DASI:epi-1683', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1683']",RAMRY/93 no.1,DASI:obj-1683,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=698&sessId=&size=med
1699,oai:dasi.cnr.it:epi:1684,"['DASI:epi-1684', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1684']",RAMRY/94-az-Zālif 1 no. 1,DASI:obj-1684,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=5146&sessId=&size=med
1700,oai:dasi.cnr.it:epi:1685,"['DASI:epi-1685', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1685']",RAMRY/94-Haj no. 2,DASI:obj-1685,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=312&sessId=&size=med
1701,oai:dasi.cnr.it:epi:1686,"['DASI:epi-1686', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1686']",RAMRY/94-Haj no. 3,DASI:obj-1686,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3587&sessId=&size=med
1702,oai:dasi.cnr.it:epi:1687,"['DASI:epi-1687', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1687']",RAMRY/94-Haj no. 4,DASI:obj-1687,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=1032&sessId=&size=med
1703,oai:dasi.cnr.it:epi:1688,"['DASI:epi-1688', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1688']",RAMRY/94-Mak no. 1,DASI:obj-1688,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=5020&sessId=&size=med
1704,oai:dasi.cnr.it:epi:1689,"['DASI:epi-1689', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1689']",RAMRY/00-ḤQ no. 1,DASI:obj-1689,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=221&sessId=&size=med
1705,oai:dasi.cnr.it:epi:1690,"['DASI:epi-1690', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1690']",RAMRY/00-ḤQ no. 2,DASI:obj-1690,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4155&sessId=&size=med
1706,oai:dasi.cnr.it:epi:1691,"['DASI:epi-1691', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1691']",RAY/79/Te/1,DASI:obj-1691,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=695&sessId=&size=med
1707,oai:dasi.cnr.it:epi:1692,"['DASI:epi-1692', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1692']",RAY/79/Te/6,DASI:obj-1692,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4936&sessId=&size=med
1708,oai:dasi.cnr.it:epi:1693,"['DASI:epi-1693', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1693']",RAY/Z/1,DASI:obj-1693,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=2960&sessId=&size=med
1709,oai:dasi.cnr.it:epi:1694,"['DASI:epi-1694', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1694']",Raybūn 2,DASI:obj-1694,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3843&sessId=&size=med
1710,oai:dasi.cnr.it:epi:1696,"['DASI:epi-1696', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1696']",Raybūn 5,DASI:obj-1696,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=637&sessId=&size=med
1711,oai:dasi.cnr.it:epi:1697,"['DASI:epi-1697', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1697']",Raybūn 10,DASI:obj-1697,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3135&sessId=&size=med
1712,oai:dasi.cnr.it:epi:1698,"['DASI:epi-1698', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1698']",Raybūn-Ḥaḍrān 1,DASI:obj-1698,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4411&sessId=&size=med
1713,oai:dasi.cnr.it:epi:1699,"['DASI:epi-1699', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1699']",Raybūn-Ḥaḍrān 5,DASI:obj-1699,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=349&sessId=&size=med
1714,oai:dasi.cnr.it:epi:1700,"['DASI:epi-1700', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1700']",Raybūn-Ḥaḍrān 6,DASI:obj-1700,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=790&sessId=&size=med
1715,oai:dasi.cnr.it:epi:1701,"['DASI:epi-1701', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1701']",Raybūn-Ḥaḍrān 7,DASI:obj-1701,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=5136&sessId=&size=med
1716,oai:dasi.cnr.it:epi:1702,"['DASI:epi-1702', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1702']",Raybūn-Ḥaḍrān 9,DASI:obj-1702,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=5326&sessId=&size=med
1717,oai:dasi.cnr.it:epi:1703,"['DASI:epi-1703', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1703']",Raybūn-Ḥaḍrān 10,DASI:obj-1703,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=50&sessId=&size=med
1718,oai:dasi.cnr.it:epi:1704,"['DASI:epi-1704', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1704']",Raybūn-Ḥaḍrān 21,DASI:obj-1704,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4184&sessId=&size=med
1719,oai:dasi.cnr.it:epi:1705,"['DASI:epi-1705', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1705']",Raybūn-Ḥaḍrān 23,DASI:obj-1705,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=1750&sessId=&size=med
1720,oai:dasi.cnr.it:epi:1706,"['DASI:epi-1706', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1706']",Raybūn-Ḥaḍrān 24,DASI:obj-1706,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=2684&sessId=&size=med
1721,oai:dasi.cnr.it:epi:1707,"['DASI:epi-1707', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1707']",Raybūn-Ḥaḍrān 25,DASI:obj-1707,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=866&sessId=&size=med
1722,oai:dasi.cnr.it:epi:1708,"['DASI:epi-1708', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1708']",Raybūn-Ḥaḍrān 26,DASI:obj-1708,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4140&sessId=&size=med
1723,oai:dasi.cnr.it:epi:1709,"['DASI:epi-1709', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1709']",Raybūn-Ḥaḍrān 27,DASI:obj-1709,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3593&sessId=&size=med
1724,oai:dasi.cnr.it:epi:1710,"['DASI:epi-1710', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1710']",Raybūn-Ḥaḍrān 28,DASI:obj-1710,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4980&sessId=&size=med
1725,oai:dasi.cnr.it:epi:1711,"['DASI:epi-1711', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1711']",Raybūn-Ḥaḍrān 30,DASI:obj-1711,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=5237&sessId=&size=med
1726,oai:dasi.cnr.it:epi:1712,"['DASI:epi-1712', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1712']",Raybūn-Ḥaḍrān 31,DASI:obj-1712,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=1170&sessId=&size=med
1727,oai:dasi.cnr.it:epi:1713,"['DASI:epi-1713', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1713']",Raybūn-Ḥaḍrān 32,DASI:obj-1713,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=2469&sessId=&size=med
1728,oai:dasi.cnr.it:epi:1714,"['DASI:epi-1714', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1714']",Raybūn-Ḥaḍrān 33,DASI:obj-1714,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=833&sessId=&size=med
1729,oai:dasi.cnr.it:epi:1715,"['DASI:epi-1715', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1715']",Raybūn-Ḥaḍrān 34,DASI:obj-1715,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=1961&sessId=&size=med
1730,oai:dasi.cnr.it:epi:1716,"['DASI:epi-1716', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1716']",Raybūn-Ḥaḍrān 41,DASI:obj-1716,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=2404&sessId=&size=med
